date,location,crime_type,perp_age,perp_gender,perp_occupation,motive,status
2024-03-20,Jawa Barat,Penyalahgunaan Narkoba,45,Laki-laki,Sopir,Keserakahan,Selesai
2021-04-29,DKI Jakarta,Penganiayaan,28,Laki-laki,Pelajar,Provokasi,Dalam Proses
2024-03-20,Sumatera Barat,Penganiayaan,35,Perempuan,Wiraswasta,Tekanan Sosial,Belum Terselesaikan
2020-08-23,Sulawesi Utara,Penganiayaan,16,Laki-laki,Pegawai Swasta,Ekonomi,Dalam Proses
2021-10-13,Maluku,Pencurian,22,Perempuan,Pelajar,Provokasi,Selesai
2022-04-13,DKI Jakarta,Pemerkosaan,24,Laki-laki,Buruh,Gangguan Mental,Selesai
2020-02-29,Jawa Tengah,Penipuan,15,Laki-laki,Mahasiswa,Ketidaktahuan Hukum,Dalam Proses
2021-04-23,Kalimantan Timur,Penipuan,23,Laki-laki,TNI,Ekonomi,Dalam Proses
2021-07-05,DKI Jakarta,Pencurian,44,Laki-laki,Wiraswasta,Keserakahan,Dalam Proses
2023-10-14,Sumatera Selatan,Pencurian Kendaraan Bermotor,34,Laki-laki,Buruh,Kecanduan,Dalam Proses
2024-04-11,DKI Jakarta,Penganiayaan,15,Perempuan,Wiraswasta,Ketidaktahuan Hukum,Selesai
2024-05-27,Sumatera Utara,Pencurian,35,Perempuan,Pedagang,Kebutuhan Mendesak,Selesai
2023-03-09,Sulawesi Utara,Pembunuhan,25,Laki-laki,Mahasiswa,Gangguan Mental,Selesai
2020-06-20,Bali,Perampokan,30,Laki-laki,Polisi,Ketidaktahuan Hukum,Dalam Proses
2022-10-21,DKI Jakarta,Penganiayaan,31,Perempuan,Petani,Cemburu,Selesai
2022-02-03,Nusa Tenggara Barat,Penipuan,33,Perempuan,Wiraswasta,Cemburu,Dalam Proses
2024-05-20,DKI Jakarta,Penipuan,28,Perempuan,Petani,Provokasi,Selesai
2022-05-17,Sumatera Utara,Penyalahgunaan Narkoba,19,Laki-laki,TNI,Provokasi,Dalam Proses
2022-07-14,Jawa Tengah,Pencurian,15,Perempuan,Tidak Bekerja,Ekonomi,Belum Terselesaikan
2024-07-22,Sumatera Utara,Penipuan,38,Laki-laki,Pelajar,Keserakahan,Selesai
2021-08-15,Sumatera Barat,Pembunuhan,20,Laki-laki,Tukang,Cemburu,Selesai
2020-01-02,Kalimantan Selatan,Penganiayaan,23,Laki-laki,Tidak Bekerja,Gangguan Mental,Selesai
2021-07-13,Nusa Tenggara Barat,Pencurian,25,Perempuan,Sopir,Kebutuhan Mendesak,Dalam Proses
2024-09-15,DKI Jakarta,Pembunuhan,35,Laki-laki,Tukang,Tekanan Sosial,Selesai
2021-12-20,Jawa Barat,Penyalahgunaan Narkoba,37,Perempuan,Polisi,Ketidaktahuan Hukum,Dalam Proses
2021-03-11,Sulawesi Selatan,Penganiayaan,34,Laki-laki,Sopir,Provokasi,Belum Terselesaikan
2021-07-30,DKI Jakarta,Penipuan,23,Laki-laki,Tidak Bekerja,Cemburu,Selesai
2024-02-22,Sumatera Selatan,Pencurian Kendaraan Bermotor,41,Laki-laki,Wiraswasta,Keserakahan,Selesai
2020-05-23,Jawa Tengah,Penipuan,16,Laki-laki,Pegawai Swasta,Dendam,Dalam Proses
2022-03-20,Nusa Tenggara Barat,Pencurian Kendaraan Bermotor,26,Laki-laki,Guru,Dendam,Selesai
2024-08-27,Kalimantan Selatan,Pencurian,36,Perempuan,Pedagang,Pengaruh Lingkungan,Belum Terselesaikan
2023-02-13,Kalimantan Selatan,Penyalahgunaan Narkoba,33,Laki-laki,Pegawai Swasta,Tekanan Sosial,Belum Terselesaikan
2021-03-07,Jawa Barat,Korupsi,21,Perempuan,Sopir,Provokasi,Selesai
2024-06-30,Sulawesi Utara,Penipuan,24,Perempuan,PNS,Ketidaktahuan Hukum,Dalam Proses
2021-12-02,Kalimantan Timur,Penipuan,24,Laki-laki,Tukang,Kebutuhan Mendesak,Selesai
2024-03-21,Jawa Barat,Pencurian,19,Laki-laki,Guru,Gangguan Mental,Belum Terselesaikan
2021-07-13,DKI Jakarta,Kekerasan Dalam Rumah Tangga,26,Laki-laki,Petani,Ketidaktahuan Hukum,Selesai
2021-10-20,Sumatera Selatan,Pemerkosaan,26,Laki-laki,PNS,Kecanduan,Dalam Proses
2022-07-30,Jawa Timur,Pencurian,23,Laki-laki,Sopir,Konflik Personal,Dalam Proses
2020-02-02,Kalimantan Selatan,Penganiayaan,28,Perempuan,TNI,Pengaruh Lingkungan,Selesai
2020-09-30,Nusa Tenggara Barat,Pembunuhan,35,Laki-laki,Tukang,Ekonomi,Dalam Proses
2023-05-31,Sumatera Barat,Penipuan,32,Laki-laki,Pelajar,Ekonomi,Selesai
2020-01-20,Jawa Timur,Penipuan,25,Perempuan,Tukang,Cemburu,Selesai
2022-04-26,Kalimantan Selatan,Pencurian,21,Laki-laki,Wiraswasta,Pengaruh Lingkungan,Selesai
2023-12-11,Jawa Barat,Penyalahgunaan Narkoba,17,Laki-laki,Pelajar,Tekanan Sosial,Belum Terselesaikan
2023-01-07,Jawa Barat,Pencurian,31,Laki-laki,Buruh,Ketidaktahuan Hukum,Selesai
2023-08-26,Lampung,Penyalahgunaan Narkoba,15,Laki-laki,Buruh,Provokasi,Selesai
2020-03-04,Maluku,Penyalahgunaan Narkoba,19,Laki-laki,TNI,Ketidaktahuan Hukum,Selesai
2022-06-30,Jawa Barat,Pencurian,39,Laki-laki,Tukang,Dendam,Selesai
2021-12-23,Sumatera Selatan,Pencurian,38,Laki-laki,Polisi,Tekanan Sosial,Selesai
2024-08-21,Kalimantan Timur,Korupsi,25,Laki-laki,Sopir,Konflik Personal,Dalam Proses
2022-03-03,Sumatera Utara,Pembunuhan,29,Laki-laki,Pedagang,Pengaruh Lingkungan,Selesai
2020-01-18,Kalimantan Selatan,Korupsi,22,Laki-laki,Buruh,Gangguan Mental,Selesai
2022-01-28,DKI Jakarta,Penganiayaan,36,Laki-laki,TNI,Kecanduan,Selesai
2022-06-29,Bali,Penganiayaan,18,Perempuan,Tidak Bekerja,Kecanduan,Belum Terselesaikan
2024-03-01,Sumatera Utara,Korupsi,31,Perempuan,Tidak Bekerja,Kebutuhan Mendesak,Dalam Proses
2023-10-25,Kalimantan Selatan,Pencurian,25,Laki-laki,TNI,Pengaruh Lingkungan,Selesai
2022-01-02,Nusa Tenggara Barat,Pencurian,26,Perempuan,Petani,Dendam,Selesai
2024-07-29,Jawa Barat,Penganiayaan,28,Laki-laki,Sopir,Ketidaktahuan Hukum,Dalam Proses
2021-09-12,Sumatera Selatan,Pencurian,28,Perempuan,Perawat,Pengaruh Lingkungan,Selesai
2021-03-28,Sumatera Utara,Pencurian,24,Laki-laki,Petani,Gangguan Mental,Dalam Proses
2022-01-13,DKI Jakarta,Pembunuhan,20,Perempuan,Tidak Bekerja,Kebutuhan Mendesak,Dalam Proses
2022-10-06,Jawa Barat,Penipuan,47,Laki-laki,TNI,Pengaruh Lingkungan,Selesai
2023-12-18,Jawa Timur,Korupsi,23,Laki-laki,Sopir,Kecanduan,Selesai
2020-01-15,Sulawesi Selatan,Pencurian,35,Laki-laki,Petani,Ketidaktahuan Hukum,Selesai
2022-03-22,Jawa Barat,Penipuan,32,Laki-laki,Buruh,Kebutuhan Mendesak,Belum Terselesaikan
2023-03-11,Kalimantan Timur,Penipuan,28,Laki-laki,Wiraswasta,Gangguan Mental,Selesai
2020-12-15,Jawa Barat,Kekerasan Dalam Rumah Tangga,29,Laki-laki,Wiraswasta,Kecanduan,Belum Terselesaikan
2023-09-13,Jawa Tengah,Pemerkosaan,26,Perempuan,Guru,Keserakahan,Dalam Proses
2023-10-08,Nusa Tenggara Barat,Penipuan,33,Laki-laki,Tukang,Keserakahan,Belum Terselesaikan
2023-03-03,Sulawesi Selatan,Penipuan,22,Laki-laki,Pedagang,Dendam,Selesai
2023-04-19,Jawa Timur,Penganiayaan,33,Laki-laki,Pedagang,Pengaruh Lingkungan,Selesai
2020-05-13,Jawa Barat,Perampokan,29,Laki-laki,Pedagang,Kebutuhan Mendesak,Belum Terselesaikan
2023-03-13,Kalimantan Selatan,Pencurian,15,Perempuan,Polisi,Kecanduan,Belum Terselesaikan
2024-12-09,Sumatera Utara,Pencurian Kendaraan Bermotor,15,Laki-laki,Wiraswasta,Pengaruh Lingkungan,Dalam Proses
2024-05-21,Jawa Barat,Pencurian,45,Laki-laki,Pegawai Swasta,Kecanduan,Selesai
2024-10-02,Jawa Timur,Penganiayaan,24,Laki-laki,Tukang,Ekonomi,Selesai
2023-11-20,DKI Jakarta,Penganiayaan,15,Perempuan,Tukang,Provokasi,Selesai
2023-06-12,Jawa Timur,Pencurian,31,Laki-laki,Pegawai Swasta,Ketidaktahuan Hukum,Selesai
2023-02-21,Aceh,Penipuan,32,Laki-laki,TNI,Gangguan Mental,Selesai
2020-01-05,Sumatera Selatan,Kekerasan Dalam Rumah Tangga,26,Laki-laki,Mahasiswa,Ketidaktahuan Hukum,Belum Terselesaikan
2023-10-10,Kalimantan Selatan,Penipuan,15,Laki-laki,Tukang,Ekonomi,Selesai
2024-10-14,Bengkulu,Penganiayaan,33,Perempuan,PNS,Tekanan Sosial,Belum Terselesaikan
2024-09-25,Kalimantan Selatan,Penganiayaan,26,Laki-laki,Mahasiswa,Kebutuhan Mendesak,Selesai
2020-09-06,Kalimantan Selatan,Penipuan,21,Laki-laki,Tukang,Provokasi,Dalam Proses
2022-08-13,Nusa Tenggara Barat,Penganiayaan,30,Laki-laki,Pelajar,Konflik Personal,Belum Terselesaikan
2022-11-25,Kalimantan Selatan,Penipuan,16,Laki-laki,Perawat,Ekonomi,Belum Terselesaikan
2024-12-15,Jawa Barat,Pencurian,43,Laki-laki,Guru,Kecanduan,Selesai
2020-04-06,Jawa Barat,Pencurian,26,Laki-laki,Pegawai Swasta,Tekanan Sosial,Selesai
2022-12-26,DKI Jakarta,Penganiayaan,27,Perempuan,Pelajar,Konflik Personal,Belum Terselesaikan
2020-01-11,DKI Jakarta,Perampokan,23,Laki-laki,Mahasiswa,Kecanduan,Selesai
2021-11-16,Sumatera Utara,Penyalahgunaan Narkoba,26,Perempuan,Buruh,Keserakahan,Selesai
2024-07-12,Jawa Tengah,Penipuan,21,Laki-laki,Tidak Bekerja,Pengaruh Lingkungan,Selesai
2021-04-07,Jawa Timur,Pembunuhan,41,Laki-laki,Guru,Tekanan Sosial,Selesai
2020-06-01,Sulawesi Selatan,Pemerkosaan,42,Laki-laki,TNI,Kecanduan,Selesai
2021-02-07,DKI Jakarta,Pencurian,21,Laki-laki,Pedagang,Konflik Personal,Selesai
2021-09-28,Kalimantan Selatan,Korupsi,31,Laki-laki,Buruh,Ketidaktahuan Hukum,Selesai
2023-07-04,Kalimantan Timur,Penyalahgunaan Narkoba,22,Laki-laki,Buruh,Ekonomi,Belum Terselesaikan
2022-09-09,Sumatera Utara,Kekerasan Dalam Rumah Tangga,19,Laki-laki,Mahasiswa,Ekonomi,Selesai
2023-04-28,Sumatera Selatan,Penyalahgunaan Narkoba,28,Laki-laki,Perawat,Ketidaktahuan Hukum,Selesai
2021-11-15,Sumatera Utara,Pencurian,36,Perempuan,Polisi,Kebutuhan Mendesak,Selesai
2021-05-21,Sumatera Barat,Penganiayaan,33,Perempuan,Buruh,Gangguan Mental,Dalam Proses
2021-05-03,Jawa Barat,Penipuan,38,Perempuan,PNS,Ekonomi,Selesai
2024-08-09,Aceh,Pencurian,36,Perempuan,PNS,Provokasi,Belum Terselesaikan
2024-06-14,Kalimantan Timur,Perampokan,16,Perempuan,Petani,Dendam,Selesai
2024-05-07,Kalimantan Timur,Penyalahgunaan Narkoba,29,Laki-laki,Sopir,Keserakahan,Selesai
2022-06-17,Jawa Tengah,Perampokan,15,Perempuan,Perawat,Dendam,Selesai
2023-07-04,Kalimantan Timur,Penipuan,32,Perempuan,Pelajar,Keserakahan,Belum Terselesaikan
2020-09-12,Sulawesi Selatan,Penipuan,30,Laki-laki,Buruh,Ekonomi,Selesai
2020-03-09,Kalimantan Selatan,Penipuan,24,Laki-laki,Mahasiswa,Konflik Personal,Belum Terselesaikan
2024-12-27,Sumatera Utara,Penipuan,32,Laki-laki,Polisi,Pengaruh Lingkungan,Dalam Proses
2020-05-13,Sulawesi Selatan,Pencurian,30,Laki-laki,Perawat,Cemburu,Selesai
2020-05-06,Kalimantan Selatan,Pembunuhan,22,Laki-laki,TNI,Gangguan Mental,Selesai
2020-04-22,Maluku,Penganiayaan,37,Laki-laki,Pegawai Swasta,Keserakahan,Dalam Proses
2023-07-06,Sumatera Barat,Pemerkosaan,34,Laki-laki,Mahasiswa,Dendam,Selesai
2020-07-27,Papua,Penyalahgunaan Narkoba,29,Laki-laki,Tukang,Ekonomi,Belum Terselesaikan
2023-02-19,DKI Jakarta,Penipuan,33,Perempuan,Tidak Bekerja,Kebutuhan Mendesak,Belum Terselesaikan
2024-10-06,Sumatera Utara,Perampokan,17,Perempuan,Mahasiswa,Tekanan Sosial,Dalam Proses
2020-07-15,Jawa Barat,Penyalahgunaan Narkoba,34,Laki-laki,Sopir,Tekanan Sosial,Selesai
2021-04-22,Aceh,Pencurian,30,Laki-laki,Polisi,Keserakahan,Selesai
2024-05-31,Sumatera Barat,Penyalahgunaan Narkoba,31,Perempuan,Tukang,Keserakahan,Selesai
2020-01-22,Jawa Timur,Penyalahgunaan Narkoba,26,Laki-laki,Pelajar,Tekanan Sosial,Selesai
2022-08-08,Jawa Timur,Penipuan,26,Laki-laki,Perawat,Tekanan Sosial,Dalam Proses
2024-12-07,Sulawesi Selatan,Penipuan,15,Perempuan,Sopir,Keserakahan,Selesai
2020-07-26,Sumatera Utara,Perampokan,24,Laki-laki,PNS,Ketidaktahuan Hukum,Belum Terselesaikan
2023-10-15,Sumatera Barat,Perampokan,46,Perempuan,Perawat,Ekonomi,Dalam Proses
2022-07-18,Sumatera Barat,Pencurian,36,Perempuan,Wiraswasta,Konflik Personal,Selesai
2023-04-18,Riau,Penipuan,15,Perempuan,Petani,Dendam,Selesai
2020-07-29,Sumatera Utara,Pembunuhan,23,Laki-laki,Tidak Bekerja,Keserakahan,Selesai
2023-12-31,Sulawesi Selatan,Pencurian Kendaraan Bermotor,25,Laki-laki,Buruh,Keserakahan,Selesai
2024-06-04,Kalimantan Timur,Kekerasan Dalam Rumah Tangga,28,Laki-laki,Polisi,Kecanduan,Selesai
2023-03-19,Jawa Timur,Penganiayaan,29,Perempuan,Pedagang,Ketidaktahuan Hukum,Dalam Proses
2022-11-08,Kalimantan Selatan,Penipuan,22,Laki-laki,Pegawai Swasta,Konflik Personal,Selesai
2022-05-12,Nusa Tenggara Barat,Pencurian,31,Perempuan,Pelajar,Pengaruh Lingkungan,Selesai
2023-06-25,Sumatera Utara,Korupsi,17,Laki-laki,Pelajar,Cemburu,Belum Terselesaikan
2021-05-12,Jawa Timur,Penganiayaan,31,Laki-laki,Pedagang,Ekonomi,Selesai
2020-05-03,Jawa Barat,Penyalahgunaan Narkoba,20,Perempuan,Pedagang,Kebutuhan Mendesak,Belum Terselesaikan
2023-04-12,Papua,Pencurian,35,Laki-laki,Mahasiswa,Provokasi,Belum Terselesaikan
2023-08-27,Jawa Barat,Pencurian,24,Laki-laki,Perawat,Konflik Personal,Selesai
2021-09-29,Bali,Penipuan,34,Perempuan,Sopir,Provokasi,Dalam Proses
2024-05-07,Sumatera Utara,Penipuan,33,Laki-laki,Pedagang,Cemburu,Belum Terselesaikan
2022-08-19,Sumatera Utara,Penganiayaan,17,Laki-laki,Pegawai Swasta,Keserakahan,Dalam Proses
2021-12-03,Jawa Timur,Penipuan,30,Laki-laki,Pegawai Swasta,Konflik Personal,Dalam Proses
2020-01-17,Kalimantan Selatan,Penipuan,36,Laki-laki,Wiraswasta,Keserakahan,Dalam Proses
2023-09-08,DKI Jakarta,Perampokan,26,Laki-laki,Tukang,Cemburu,Selesai
2020-04-27,Kalimantan Timur,Pencurian,22,Laki-laki,Petani,Provokasi,Belum Terselesaikan
2024-08-04,Jawa Timur,Pembunuhan,25,Perempuan,Polisi,Provokasi,Dalam Proses
2024-10-24,Sulawesi Utara,Pencurian,33,Perempuan,Tidak Bekerja,Tekanan Sosial,Dalam Proses
2021-12-05,Sulawesi Selatan,Pencurian,15,Perempuan,Petani,Kecanduan,Selesai
2023-08-04,Jawa Timur,Penipuan,28,Laki-laki,TNI,Kecanduan,Selesai
2024-05-27,Jawa Barat,Pencurian,33,Laki-laki,Buruh,Konflik Personal,Selesai
2021-01-22,Jawa Barat,Pembunuhan,29,Perempuan,Tukang,Gangguan Mental,Selesai
2023-11-23,Jawa Tengah,Penyalahgunaan Narkoba,26,Laki-laki,Guru,Gangguan Mental,Dalam Proses
2023-05-13,Riau,Pencurian,40,Perempuan,Guru,Konflik Personal,Selesai
2024-10-10,Kalimantan Selatan,Penganiayaan,43,Laki-laki,Sopir,Keserakahan,Selesai
2021-11-18,Sumatera Utara,Penganiayaan,26,Laki-laki,Sopir,Kebutuhan Mendesak,Belum Terselesaikan
2022-05-07,Jawa Barat,Penipuan,28,Laki-laki,PNS,Cemburu,Selesai
2020-08-02,Jawa Barat,Pencurian,18,Perempuan,Pelajar,Ekonomi,Dalam Proses
2022-10-12,Jawa Tengah,Pencurian,26,Perempuan,Petani,Ekonomi,Selesai
2023-08-01,Jawa Tengah,Perampokan,29,Perempuan,Petani,Pengaruh Lingkungan,Selesai
2021-04-16,Jawa Timur,Penipuan,29,Laki-laki,Pelajar,Keserakahan,Selesai
2021-03-12,Jawa Barat,Penipuan,31,Laki-laki,Petani,Gangguan Mental,Dalam Proses
2024-02-13,DKI Jakarta,Penipuan,16,Laki-laki,Perawat,Konflik Personal,Selesai
2024-07-11,DKI Jakarta,Pembunuhan,34,Laki-laki,Guru,Tekanan Sosial,Selesai
2021-02-24,Jawa Timur,Penipuan,34,Laki-laki,Mahasiswa,Cemburu,Selesai
2024-08-18,Jawa Barat,Perampokan,48,Perempuan,Tidak Bekerja,Konflik Personal,Belum Terselesaikan
2020-01-21,DKI Jakarta,Perampokan,34,Laki-laki,Buruh,Konflik Personal,Dalam Proses
2020-03-02,Jawa Timur,Perampokan,21,Perempuan,Wiraswasta,Dendam,Selesai
2020-10-18,Sumatera Utara,Pencurian,15,Laki-laki,Pegawai Swasta,Gangguan Mental,Belum Terselesaikan
2021-02-02,Jawa Barat,Penyalahgunaan Narkoba,19,Perempuan,Tukang,Keserakahan,Belum Terselesaikan
2024-04-16,Sulawesi Selatan,Pencurian,23,Perempuan,PNS,Ekonomi,Dalam Proses
2020-03-01,Sulawesi Selatan,Pencurian,34,Laki-laki,Petani,Kecanduan,Dalam Proses
2021-08-04,Bali,Pencurian,40,Laki-laki,Pedagang,Kecanduan,Selesai
2024-12-18,Sulawesi Selatan,Penipuan,35,Laki-laki,Pegawai Swasta,Pengaruh Lingkungan,Dalam Proses
2020-12-22,Bali,Penganiayaan,31,Laki-laki,PNS,Provokasi,Dalam Proses
2021-05-18,Jawa Timur,Pencurian,42,Perempuan,Pedagang,Kecanduan,Selesai
2020-02-14,Sumatera Selatan,Pencurian Kendaraan Bermotor,28,Laki-laki,Pedagang,Kebutuhan Mendesak,Belum Terselesaikan
2020-07-26,Kalimantan Timur,Penipuan,33,Laki-laki,Tidak Bekerja,Ketidaktahuan Hukum,Selesai
2020-10-08,Nusa Tenggara Barat,Penganiayaan,30,Perempuan,Mahasiswa,Ketidaktahuan Hukum,Dalam Proses
2024-05-31,Bali,Penipuan,30,Laki-laki,TNI,Dendam,Dalam Proses
2021-11-24,Sumatera Utara,Pencurian,34,Laki-laki,TNI,Kecanduan,Dalam Proses
2021-09-16,Jawa Tengah,Perampokan,35,Laki-laki,Pelajar,Kecanduan,Dalam Proses
2022-01-27,Jawa Timur,Penipuan,28,Laki-laki,Perawat,Konflik Personal,Dalam Proses
2023-09-15,DKI Jakarta,Penganiayaan,29,Perempuan,Pedagang,Provokasi,Selesai
2024-06-24,Kalimantan Selatan,Penipuan,18,Laki-laki,Sopir,Tekanan Sosial,Belum Terselesaikan
2024-12-03,Jawa Barat,Penyalahgunaan Narkoba,32,Laki-laki,Guru,Dendam,Selesai
2020-08-30,Sumatera Selatan,Penganiayaan,24,Laki-laki,Pedagang,Cemburu,Dalam Proses
2024-06-15,Bengkulu,Pencurian Kendaraan Bermotor,31,Perempuan,Petani,Kecanduan,Selesai
2022-12-26,Papua,Pemerkosaan,16,Laki-laki,Mahasiswa,Pengaruh Lingkungan,Dalam Proses
2022-02-05,Jawa Tengah,Pencurian,15,Laki-laki,PNS,Keserakahan,Selesai
2022-05-29,Jawa Tengah,Perampokan,24,Laki-laki,Tukang,Kecanduan,Selesai
2020-04-04,Bengkulu,Penipuan,30,Laki-laki,Perawat,Keserakahan,Dalam Proses
2023-04-17,Papua,Perampokan,24,Laki-laki,Petani,Provokasi,Selesai
2021-08-25,Nusa Tenggara Barat,Penganiayaan,43,Laki-laki,Perawat,Cemburu,Belum Terselesaikan
2021-11-02,Sumatera Utara,Pemerkosaan,30,Laki-laki,Petani,Ekonomi,Selesai
2023-07-13,Bali,Korupsi,30,Laki-laki,Perawat,Kebutuhan Mendesak,Selesai
2024-11-22,Jawa Barat,Pencurian Kendaraan Bermotor,23,Laki-laki,Pedagang,Provokasi,Selesai
2023-04-11,Maluku,Pencurian,23,Laki-laki,TNI,Gangguan Mental,Selesai
2021-03-04,Sumatera Utara,Pencurian,15,Perempuan,Guru,Dendam,Selesai
2024-05-25,Lampung,Penyalahgunaan Narkoba,26,Laki-laki,Pelajar,Ketidaktahuan Hukum,Selesai
2023-06-13,Sumatera Barat,Pencurian,19,Laki-laki,Buruh,Cemburu,Selesai
2022-11-07,DKI Jakarta,Penganiayaan,21,Perempuan,Mahasiswa,Ketidaktahuan Hukum,Selesai
2024-03-18,Nusa Tenggara Barat,Penganiayaan,32,Laki-laki,Wiraswasta,Konflik Personal,Belum Terselesaikan
2022-10-18,Sumatera Selatan,Pencurian,49,Laki-laki,Wiraswasta,Gangguan Mental,Selesai
2021-01-01,Sumatera Selatan,Penyalahgunaan Narkoba,15,Laki-laki,PNS,Pengaruh Lingkungan,Selesai
2022-02-04,DKI Jakarta,Penipuan,27,Laki-laki,Wiraswasta,Pengaruh Lingkungan,Belum Terselesaikan
2022-09-16,Kalimantan Selatan,Kekerasan Dalam Rumah Tangga,33,Laki-laki,Guru,Gangguan Mental,Selesai
2022-08-28,Jawa Barat,Perampokan,25,Perempuan,Pegawai Swasta,Keserakahan,Selesai
2022-04-01,Jawa Barat,Penyalahgunaan Narkoba,23,Laki-laki,Tukang,Keserakahan,Belum Terselesaikan
2023-08-23,Sulawesi Selatan,Penganiayaan,15,Laki-laki,Tidak Bekerja,Kecanduan,Belum Terselesaikan
2021-03-25,Kalimantan Timur,Kekerasan Dalam Rumah Tangga,37,Perempuan,TNI,Kecanduan,Selesai
2022-07-14,Riau,Pencurian,30,Perempuan,Polisi,Kecanduan,Belum Terselesaikan
2022-03-21,Jawa Tengah,Penyalahgunaan Narkoba,40,Perempuan,Petani,Kebutuhan Mendesak,Dalam Proses
2022-05-20,Sulawesi Utara,Penipuan,30,Laki-laki,TNI,Tekanan Sosial,Selesai
2023-03-16,Kalimantan Timur,Pencurian,20,Perempuan,Pedagang,Konflik Personal,Selesai
2021-06-05,Kalimantan Timur,Penyalahgunaan Narkoba,40,Perempuan,Wiraswasta,Dendam,Dalam Proses
2020-10-02,Sulawesi Selatan,Korupsi,18,Perempuan,Perawat,Dendam,Dalam Proses
2021-08-27,Jawa Timur,Penyalahgunaan Narkoba,35,Perempuan,Pelajar,Provokasi,Belum Terselesaikan
2021-12-21,Aceh,Penipuan,20,Laki-laki,Petani,Keserakahan,Belum Terselesaikan
2020-03-25,Jawa Timur,Penyalahgunaan Narkoba,26,Laki-laki,Pelajar,Provokasi,Dalam Proses
2023-06-26,Jawa Barat,Penipuan,15,Perempuan,PNS,Tekanan Sosial,Dalam Proses
2022-07-12,Sumatera Utara,Pemerkosaan,21,Laki-laki,Pelajar,Tekanan Sosial,Dalam Proses
2022-04-17,Jawa Barat,Perampokan,20,Laki-laki,PNS,Gangguan Mental,Selesai
2021-10-11,Kalimantan Selatan,Pencurian,27,Laki-laki,Pegawai Swasta,Tekanan Sosial,Dalam Proses
2020-02-20,Kalimantan Timur,Perampokan,30,Perempuan,Pedagang,Gangguan Mental,Dalam Proses
2021-04-23,Sumatera Selatan,Perampokan,18,Laki-laki,Pegawai Swasta,Ketidaktahuan Hukum,Dalam Proses
2020-06-04,Papua,Pencurian,25,Laki-laki,PNS,Dendam,Belum Terselesaikan
2021-08-26,Sulawesi Utara,Korupsi,31,Perempuan,Polisi,Provokasi,Selesai
2022-11-16,Kalimantan Timur,Penipuan,20,Perempuan,Wiraswasta,Ketidaktahuan Hukum,Selesai
2020-06-09,Sulawesi Utara,Perampokan,15,Laki-laki,Perawat,Kebutuhan Mendesak,Dalam Proses
2021-04-11,Jawa Timur,Penganiayaan,29,Perempuan,Buruh,Dendam,Dalam Proses
2020-05-26,Sumatera Barat,Perampokan,38,Laki-laki,PNS,Ekonomi,Selesai
2023-01-23,DKI Jakarta,Penipuan,44,Laki-laki,Petani,Konflik Personal,Selesai
2021-02-06,Jawa Tengah,Penyalahgunaan Narkoba,32,Laki-laki,Tukang,Konflik Personal,Selesai
2021-05-27,Sumatera Selatan,Perampokan,28,Laki-laki,Pegawai Swasta,Pengaruh Lingkungan,Dalam Proses
2024-07-28,Jawa Tengah,Penipuan,26,Laki-laki,Perawat,Ketidaktahuan Hukum,Belum Terselesaikan
2024-09-27,Sumatera Utara,Kekerasan Dalam Rumah Tangga,15,Laki-laki,Pegawai Swasta,Kecanduan,Selesai
2023-12-16,Nusa Tenggara Barat,Pembunuhan,27,Perempuan,Sopir,Cemburu,Dalam Proses
2024-10-17,Sumatera Barat,Kekerasan Dalam Rumah Tangga,35,Laki-laki,Perawat,Pengaruh Lingkungan,Belum Terselesaikan
2024-02-24,Sulawesi Utara,Kekerasan Dalam Rumah Tangga,22,Laki-laki,Wiraswasta,Kebutuhan Mendesak,Selesai
2020-01-18,Sumatera Utara,Penyalahgunaan Narkoba,15,Perempuan,Perawat,Kebutuhan Mendesak,Selesai
2021-07-31,Kalimantan Timur,Penipuan,28,Laki-laki,Polisi,Konflik Personal,Belum Terselesaikan
2024-05-22,Jawa Barat,Pencurian,28,Laki-laki,Mahasiswa,Tekanan Sosial,Selesai
2024-08-10,Kalimantan Timur,Pencurian,21,Perempuan,Sopir,Ketidaktahuan Hukum,Dalam Proses
2020-01-25,Bengkulu,Pencurian Kendaraan Bermotor,18,Perempuan,Pelajar,Ketidaktahuan Hukum,Selesai
2022-11-15,Jawa Tengah,Pencurian,15,Laki-laki,Perawat,Cemburu,Selesai
2024-11-07,Jawa Barat,Pencurian,21,Laki-laki,Mahasiswa,Kecanduan,Selesai
2021-04-09,Sumatera Utara,Pemerkosaan,43,Perempuan,Guru,Pengaruh Lingkungan,Selesai
2021-03-05,Jawa Barat,Penipuan,27,Perempuan,Pelajar,Kecanduan,Selesai
2022-11-22,Kalimantan Selatan,Penyalahgunaan Narkoba,19,Perempuan,Sopir,Provokasi,Selesai
2024-03-31,Sulawesi Selatan,Pemerkosaan,24,Perempuan,Pelajar,Pengaruh Lingkungan,Dalam Proses
2024-07-25,Jawa Tengah,Penganiayaan,19,Laki-laki,Pelajar,Konflik Personal,Selesai
2024-06-09,Jawa Timur,Penipuan,36,Perempuan,Buruh,Konflik Personal,Selesai
2024-09-28,Sulawesi Utara,Penipuan,33,Laki-laki,Petani,Tekanan Sosial,Belum Terselesaikan
2024-04-26,Sumatera Utara,Pencurian,27,Perempuan,Guru,Tekanan Sosial,Belum Terselesaikan
